year,i_iso3,j_iso3,f_migstock,f_migstock_t,migstock_gross
2013,TUV,NRU,27.312442303346472,6.578017207793891,33.890459511140364
2014,TUV,NRU,43.29675702757202,6.2487387685105205,49.54549579608254
2015,TUV,NRU,10.641096702078357,1.3468220732174814,11.987918775295839
2016,TUV,NRU,49.6503165923059,10.436684864480048,60.08700145678595
2017,TUV,NRU,20.090521695907228,7.906445314642043,27.99696701054927
2018,TUV,NRU,12.734774517011829,10.64856668394059,23.38334120095242
2019,TUV,NRU,64.68356089442969,5.654155451618134,70.33771634604783
2000,TUV,NZL,1850.9040778636468,0,1850.9040778636468
2001,TUV,NZL,1649.4818245465494,0,1649.4818245465494
2002,TUV,NZL,740.5217711664363,0,740.5217711664363
2003,TUV,NZL,410.951883962024,0,410.951883962024
2004,TUV,NZL,1162.8381137503404,0,1162.8381137503404
2005,TUV,NZL,1429.1007773062213,0,1429.1007773062213
2006,TUV,NZL,421.0751282550208,0,421.0751282550208
2007,TUV,NZL,1529.7459269852006,0,1529.7459269852006
2008,TUV,NZL,1440.8537745827437,0,1440.8537745827437
2009,TUV,NZL,494.07715087356985,0,494.07715087356985
2010,TUV,NZL,530.6215955566615,0,530.6215955566615
2011,TUV,NZL,1036.601501535438,0,1036.601501535438
2012,TUV,NZL,959.5428603366017,0,959.5428603366017
2013,TUV,NZL,289.9849469127132,0,289.9849469127132
2014,TUV,NZL,1417.6379753896035,0,1417.6379753896035
2015,TUV,NZL,2070.252800541371,0,2070.252800541371
2016,TUV,NZL,743.0861886813306,0,743.0861886813306
2017,TUV,NZL,1906.887422345369,0,1906.887422345369
2018,TUV,NZL,437.9367102650226,0,437.9367102650226
2019,TUV,NZL,612.9581990924199,0,612.9581990924199
2000,TUV,PAK,0,0,0
2001,TUV,PAK,0,0,0
2002,TUV,PAK,0,0,0
2003,TUV,PAK,0,0,0
2004,TUV,PAK,0,0,0
2005,TUV,PAK,0,0,0
2006,TUV,PAK,0,0,0
2007,TUV,PAK,0,0,0
2008,TUV,PAK,0,0,0
2009,TUV,PAK,0,0,0
2010,TUV,PAK,0,0,0
2011,TUV,PAK,0,0,0
2012,TUV,PAK,0,0,0
2013,TUV,PAK,0,0,0
2014,TUV,PAK,0,0,0
2015,TUV,PAK,0,0,0
2016,TUV,PAK,0,0,0
2017,TUV,PAK,0,0,0
2018,TUV,PAK,0,0,0
2019,TUV,PAK,0,0,0
2000,TUV,PHL,0,0,0
2001,TUV,PHL,0,0,0
2002,TUV,PHL,0,0,0
2003,TUV,PHL,0,0,0
2004,TUV,PHL,0,0,0
2005,TUV,PHL,0,0,0
2006,TUV,PHL,0,0,0
2007,TUV,PHL,0,0,0
2008,TUV,PHL,0,0,0
2009,TUV,PHL,0,0,0
2010,TUV,PHL,0,0,0
2011,TUV,PHL,0,0,0
2012,TUV,PHL,0,0,0
2013,TUV,PHL,0,0,0
2014,TUV,PHL,0,0,0
2015,TUV,PHL,0,0,0
2016,TUV,PHL,0,0,0
2017,TUV,PHL,0,0,0
2018,TUV,PHL,0,0,0
2019,TUV,PHL,0,0,0
2000,TUV,PLW,0,0,0
2001,TUV,PLW,0,0,0
2002,TUV,PLW,0,0,0
2003,TUV,PLW,0,0,0
2004,TUV,PLW,0,0,0
2005,TUV,PLW,0,0,0
2006,TUV,PLW,0,0,0
2007,TUV,PLW,0,0,0
2008,TUV,PLW,0,0,0
2009,TUV,PLW,0,0,0
2010,TUV,PLW,0,0,0
2011,TUV,PLW,0,0,0
2012,TUV,PLW,0,0,0
2013,TUV,PLW,0,0,0
2014,TUV,PLW,0,0,0
2015,TUV,PLW,0,0,0
2016,TUV,PLW,0,0,0
2017,TUV,PLW,0,0,0
2018,TUV,PLW,0,0,0
2019,TUV,PLW,0,0,0
2000,TUV,PNG,0,0,0
2001,TUV,PNG,0,0,0
2002,TUV,PNG,0,0,0
2003,TUV,PNG,0,0,0
2004,TUV,PNG,0,0,0
2005,TUV,PNG,0,0,0
2006,TUV,PNG,0,0,0
2007,TUV,PNG,0,0,0
2008,TUV,PNG,0,0,0
2009,TUV,PNG,0,0,0
2010,TUV,PNG,0,0,0
2011,TUV,PNG,0,0,0
2012,TUV,PNG,0,0,0
2013,TUV,PNG,0,0,0
2014,TUV,PNG,0,0,0
2015,TUV,PNG,0,0,0
2016,TUV,PNG,0,0,0
2017,TUV,PNG,0,0,0
2018,TUV,PNG,0,0,0
2019,TUV,PNG,0,0,0
2000,TUV,PRK,0,0,0
2001,TUV,PRK,0,0,0
2002,TUV,PRK,0,0,0
2003,TUV,PRK,0,0,0
2004,TUV,PRK,0,0,0
2005,TUV,PRK,0,0,0
2006,TUV,PRK,0,0,0
2007,TUV,PRK,0,0,0
2008,TUV,PRK,0,0,0
2009,TUV,PRK,0,0,0
2010,TUV,PRK,0,0,0
2011,TUV,PRK,0,0,0
2012,TUV,PRK,0,0,0
2013,TUV,PRK,0,0,0
2014,TUV,PRK,0,0,0
2015,TUV,PRK,0,0,0
2016,TUV,PRK,0,0,0
2017,TUV,PRK,0,0,0
2018,TUV,PRK,0,0,0
2019,TUV,PRK,0,0,0
2000,TUV,PYF,0,0,0
2001,TUV,PYF,0,0,0
2002,TUV,PYF,0,0,0
2003,TUV,PYF,0,0,0
2004,TUV,PYF,0,0,0
2005,TUV,PYF,0,0,0
2006,TUV,PYF,0,0,0
2007,TUV,PYF,0,0,0
2008,TUV,PYF,0,0,0
2009,TUV,PYF,0,0,0
2010,TUV,PYF,0,0,0
2011,TUV,PYF,0,0,0
2012,TUV,PYF,0,0,0
2013,TUV,PYF,0,0,0
2014,TUV,PYF,0,0,0
2015,TUV,PYF,0,0,0
2016,TUV,PYF,0,0,0
2017,TUV,PYF,0,0,0
2018,TUV,PYF,0,0,0
2019,TUV,PYF,0,0,0
2000,TUV,ROA,0,0,0
2001,TUV,ROA,0,0,0
2002,TUV,ROA,0,0,0
2003,TUV,ROA,0,0,0
2004,TUV,ROA,0,0,0
2005,TUV,ROA,0,0,0
2006,TUV,ROA,0,0,0
2007,TUV,ROA,0,0,0
2008,TUV,ROA,0,0,0
2009,TUV,ROA,0,0,0
2010,TUV,ROA,0,0,0
2011,TUV,ROA,0,0,0
2012,TUV,ROA,0,0,0
2013,TUV,ROA,0,0,0
2014,TUV,ROA,0,0,0
2015,TUV,ROA,0,0,0
2016,TUV,ROA,0,0,0
2017,TUV,ROA,0,0,0
2018,TUV,ROA,0,0,0
2019,TUV,ROA,0,0,0
2000,TUV,SCA,10.548690795898437,0,10.548690795898437
2001,TUV,SCA,10.487171052433549,0,10.487171052433549
2002,TUV,SCA,11.729236175492407,0,11.729236175492407
2003,TUV,SCA,1.9874928401969374,0,1.9874928401969374
2004,TUV,SCA,4.373736057281494,0,4.373736057281494
2005,TUV,SCA,7.415229921787978,0,7.415229921787978
2006,TUV,SCA,8.54045106485486,0,8.54045106485486
2007,TUV,SCA,7.067802891302854,0,7.067802891302854
2008,TUV,SCA,3.426218962222338,0,3.426218962222338
2009,TUV,SCA,3.1391775079816586,0,3.1391775079816586
2010,TUV,SCA,5.661847886070609,0,5.661847886070609
2011,TUV,SCA,1.2032390348613262,0,1.2032390348613262
2012,TUV,SCA,4.277741972357035,0,4.277741972357035
2013,TUV,SCA,6.695229646004737,0,6.695229646004737
2014,TUV,SCA,4.423808894492685,0,4.423808894492685
2015,TUV,SCA,7.06651685796678,0,7.06651685796678
2016,TUV,SCA,3.219541724026203,0,3.219541724026203
2017,TUV,SCA,7.02278551030904,0,7.02278551030904
2018,TUV,SCA,3.4895163241773846,0,3.4895163241773846
2019,TUV,SCA,4.956920463405549,0,4.956920463405549
2000,TUV,SGP,0,0,0
2001,TUV,SGP,0,0,0
2002,TUV,SGP,0,0,0
2003,TUV,SGP,0,0,0
2004,TUV,SGP,0,0,0
2005,TUV,SGP,0,0,0
2006,TUV,SGP,0,0,0
2007,TUV,SGP,0,0,0
2008,TUV,SGP,0,0,0
2009,TUV,SGP,0,0,0
2010,TUV,SGP,0,0,0
2011,TUV,SGP,0,0,0
2012,TUV,SGP,0,0,0
2013,TUV,SGP,0,0,0
2014,TUV,SGP,0,0,0
2015,TUV,SGP,0,0,0
2016,TUV,SGP,0,0,0
2017,TUV,SGP,0,0,0
2018,TUV,SGP,0,0,0
2019,TUV,SGP,0,0,0
2000,TUV,SLB,0,0,0
2001,TUV,SLB,0,0,0
2002,TUV,SLB,0,0,0
2003,TUV,SLB,0,0,0
2004,TUV,SLB,0,0,0
2005,TUV,SLB,0,0,0
2006,TUV,SLB,0,0,0
2007,TUV,SLB,0,0,0
2008,TUV,SLB,0,0,0
2009,TUV,SLB,0,0,0
2010,TUV,SLB,0,0,0
2011,TUV,SLB,0,0,0
2012,TUV,SLB,0,0,0
2013,TUV,SLB,0,0,0
2014,TUV,SLB,0,0,0
2015,TUV,SLB,0,0,0
2016,TUV,SLB,0,0,0
2017,TUV,SLB,0,0,0
2018,TUV,SLB,0,0,0
2019,TUV,SLB,0,0,0
2000,TUV,THA,0,0,0
2001,TUV,THA,0,0,0
2002,TUV,THA,0,0,0
2003,TUV,THA,0,0,0
2004,TUV,THA,0,0,0
2005,TUV,THA,0,0,0
2006,TUV,THA,0,0,0
2007,TUV,THA,0,0,0
2008,TUV,THA,0,0,0
2009,TUV,THA,0,0,0
2010,TUV,THA,0,0,0
2011,TUV,THA,0,0,0
2012,TUV,THA,0,0,0
2013,TUV,THA,0,0,0
2014,TUV,THA,0,0,0
2015,TUV,THA,0,0,0
2016,TUV,THA,0,0,0
2017,TUV,THA,0,0,0
2018,TUV,THA,0,0,0
2019,TUV,THA,0,0,0
2000,TUV,TKL,25.32186022028327,0,25.32186022028327
2001,TUV,TKL,6.082170016057788,0,6.082170016057788
2002,TUV,TKL,22.857751616863535,0,22.857751616863535
2003,TUV,TKL,10.343186372797936,0,10.343186372797936
2004,TUV,TKL,41.709090484166524,0,41.709090484166524
2005,TUV,TKL,40.86635285317898,0,40.86635285317898
2006,TUV,TKL,46.88773981570266,0,46.88773981570266
2007,TUV,TKL,24.683602639473975,0,24.683602639473975
2008,TUV,TKL,40.45771009339951,0,40.45771009339951
2009,TUV,TKL,61.12484597861767,0,61.12484597861767
2010,TUV,TKL,17.798501494713125,0,17.798501494713125
2011,TUV,TKL,62.92101926151664,0,62.92101926151664
2012,TUV,TKL,74.35362366730348,0,74.35362366730348
2013,TUV,TKL,64.32862430535258,0,64.32862430535258
2014,TUV,TKL,42.165706771099934,0,42.165706771099934
2015,TUV,TKL,65.54583699675277,0,65.54583699675277
2016,TUV,TKL,17.15697701434837,0,17.15697701434837
2017,TUV,TKL,65.29461103640497,0,65.29461103640497
2018,TUV,TKL,16.682152471959125,0,16.682152471959125
2019,TUV,TKL,81.33102810047566,0,81.33102810047566
2000,TUV,TLS,0,0,0
2001,TUV,TLS,0,0,0
2002,TUV,TLS,0,0,0
2003,TUV,TLS,0,0,0
2004,TUV,TLS,0,0,0
2005,TUV,TLS,0,0,0
2006,TUV,TLS,0,0,0
2007,TUV,TLS,0,0,0
2008,TUV,TLS,0,0,0
2009,TUV,TLS,0,0,0
2010,TUV,TLS,0,0,0
2011,TUV,TLS,0,0,0
2012,TUV,TLS,0,0,0
2013,TUV,TLS,0,0,0
2014,TUV,TLS,0,0,0
2015,TUV,TLS,0,0,0
2016,TUV,TLS,0,0,0
2017,TUV,TLS,0,0,0
2018,TUV,TLS,0,0,0
2019,TUV,TLS,0,0,0
2000,TUV,TON,0,0,0
2001,TUV,TON,0,0,0
2002,TUV,TON,0,0,0
2003,TUV,TON,0,0,0
2004,TUV,TON,0,0,0
2005,TUV,TON,0,0,0
2006,TUV,TON,0,0,0
2007,TUV,TON,0,0,0
2008,TUV,TON,0,0,0
2009,TUV,TON,0,0,0
2010,TUV,TON,0,0,0
2011,TUV,TON,0,0,0
2012,TUV,TON,0,0,0
2013,TUV,TON,0,0,0
2014,TUV,TON,0,0,0
2015,TUV,TON,0,0,0
2016,TUV,TON,0,0,0
2017,TUV,TON,0,0,0
2018,TUV,TON,0,0,0
2019,TUV,TON,0,0,0
2000,TUV,USA,0,1.6769362767226994,1.6769362767226994
2001,TUV,USA,0,2.5234939029067744,2.5234939029067744
2002,TUV,USA,0,11.754323124215006,11.754323124215006
2003,TUV,USA,0,11.110686679547651,11.110686679547651
2004,TUV,USA,0,7.060981059120968,7.060981059120968
2005,TUV,USA,0,3.9697530133649708,3.9697530133649708
2006,TUV,USA,0,11.500106276273728,11.500106276273728
2007,TUV,USA,0,4.330441216118634,4.330441216118634
2008,TUV,USA,0,4.8923787601850925,4.8923787601850925
2009,TUV,USA,0,0.9626781743392345,0.9626781743392345
2010,TUV,USA,0,5.121807594597339,5.121807594597339
2011,TUV,USA,0,6.81366935428232,6.81366935428232
2012,TUV,USA,0,3.2631242007017134,3.2631242007017134
2013,TUV,USA,0,4.542352330498398,4.542352330498398
2014,TUV,USA,0,1.6713696144521233,1.6713696144521233
2015,TUV,USA,0,4.124335590936243,4.124335590936243
2016,TUV,USA,0,5.165671466849744,5.165671466849744
2017,TUV,USA,0,1.1955728825181722,1.1955728825181722
2018,TUV,USA,0,6.245997277460992,6.245997277460992
2019,TUV,USA,0,2.5592701394110917,2.5592701394110917
2000,TUV,VNM,0,0,0
2001,TUV,VNM,0,0,0
2002,TUV,VNM,0,0,0
2003,TUV,VNM,0,0,0
2004,TUV,VNM,0,0,0
2005,TUV,VNM,0,0,0
2006,TUV,VNM,0,0,0
2007,TUV,VNM,0,0,0
2008,TUV,VNM,0,0,0
2009,TUV,VNM,0,0,0
2010,TUV,VNM,0,0,0
2011,TUV,VNM,0,0,0
2012,TUV,VNM,0,0,0
2013,TUV,VNM,0,0,0
2014,TUV,VNM,0,0,0
2015,TUV,VNM,0,0,0
2016,TUV,VNM,0,0,0
2017,TUV,VNM,0,0,0
2018,TUV,VNM,0,0,0
2019,TUV,VNM,0,0,0
2000,TUV,VUT,0,0,0
2001,TUV,VUT,0,0,0
2002,TUV,VUT,0,0,0
2003,TUV,VUT,0,0,0
2004,TUV,VUT,0,0,0
2005,TUV,VUT,0,0,0
2006,TUV,VUT,0,0,0
2007,TUV,VUT,0,0,0
2008,TUV,VUT,0,0,0
2009,TUV,VUT,0,0,0
2010,TUV,VUT,0,0,0
2011,TUV,VUT,0,0,0
2012,TUV,VUT,0,0,0
2013,TUV,VUT,0,0,0
2014,TUV,VUT,0,0,0
2015,TUV,VUT,0,0,0
2016,TUV,VUT,0,0,0
2017,TUV,VUT,0,0,0
2018,TUV,VUT,0,0,0
2019,TUV,VUT,0,0,0
2000,TUV,WLF,0,0,0
2001,TUV,WLF,0,0,0
2002,TUV,WLF,0,0,0
2003,TUV,WLF,0,0,0
2004,TUV,WLF,0,0,0
2005,TUV,WLF,0,0,0
2006,TUV,WLF,0,0,0
2007,TUV,WLF,0,0,0
2008,TUV,WLF,0,0,0
2009,TUV,WLF,0,0,0
2010,TUV,WLF,0,0,0
2011,TUV,WLF,0,0,0
2012,TUV,WLF,0,0,0
2013,TUV,WLF,0,0,0
2014,TUV,WLF,0,0,0
2015,TUV,WLF,0,0,0
2016,TUV,WLF,0,0,0
2017,TUV,WLF,0,0,0
2018,TUV,WLF,0,0,0
2019,TUV,WLF,0,0,0
2000,TUV,WSM,115.55127769829706,7.978407517354936,123.529685215652
2001,TUV,WSM,169.53026140300557,4.198544745668769,173.72880614867432
2002,TUV,WSM,41.51483980589546,7.367810132652521,48.882649938547985
2003,TUV,WSM,117.26763855303638,6.551276097446681,123.81891465048305
2004,TUV,WSM,76.42593743962236,0.8000915054045614,77.22602894502693
2005,TUV,WSM,162.11273417836054,4.17384887766093,166.28658305602147
2006,TUV,WSM,102.45382802397013,6.848160897549242,109.30198892151938
2007,TUV,WSM,19.12496837346815,4.6520984439365565,23.777066817404705
2008,TUV,WSM,120.4989397850074,1.6232126859854903,122.12215247099289
2009,TUV,WSM,107.56292547898367,3.479101712852717,111.04202719183638
2010,TUV,WSM,112.14116419609635,4.526834302861244,116.6679984989576
2011,TUV,WSM,48.85385948970914,0.95072666304186,49.804586152751
2012,TUV,WSM,104.80553653690964,1.4292094755917786,106.23474601250142
2013,TUV,WSM,28.28668786426075,5.222409627540037,33.50909749180079
2014,TUV,WSM,69.55741889819502,3.8051153020933275,73.36253420028835
2015,TUV,WSM,111.93207095079124,3.9541725629009306,115.88624351369218
2016,TUV,WSM,72.89906864892691,4.46367396726273,77.36274261618965
2017,TUV,WSM,29.88953404393978,3.0815183505881576,32.97105239452794
2018,TUV,WSM,83.38385573867708,5.2015145915094765,88.58537033018656
2019,TUV,WSM,78.84435031055472,3.899356859922409,82.74370717047712
2000,USA,AFG,0,24714.490862663184,24714.490862663184
2001,USA,AFG,0,39634.932480523035,39634.932480523035
2002,USA,AFG,0,14427.765264015383,14427.765264015383
2003,USA,AFG,0,86126.38674002103,86126.38674002103
2004,USA,AFG,0,21617.29962496139,21617.29962496139
2005,USA,AFG,0,21030.65790073457,21030.65790073457
2006,USA,AFG,0,96373.86490269107,96373.86490269107
2007,USA,AFG,0,103237.7633464802,103237.7633464802
2008,USA,AFG,0,103214.20269076228,103214.20269076228
2009,USA,AFG,0,74643.14235477745,74643.14235477745
2010,USA,AFG,0,34813.181873033755,34813.181873033755
2011,USA,AFG,0,25658.678271061923,25658.678271061923
2012,USA,AFG,0,110194.0314780204,110194.0314780204
2013,USA,AFG,0,22977.257406772267,22977.257406772267
2014,USA,AFG,0,119078.47477278687,119078.47477278687
2015,USA,AFG,0,48986.83109007664,48986.83109007664
2016,USA,AFG,0,66686.85756719849,66686.85756719849
2017,USA,AFG,0,97872.88056781664,97872.88056781664
2018,USA,AFG,0,57196.02352276705,57196.02352276705
2019,USA,AFG,0,114213.71237163182,114213.71237163182
2000,USA,AFR,24105.216691996902,965459.1708699393,989564.3875619362
2001,USA,AFR,54663.876305143494,783243.4425454808,837907.3188506243
2002,USA,AFR,33073.19049256841,611477.0793285503,644550.2698211187
2003,USA,AFR,57435.52385648751,201775.4642238341,259210.9880803216
2004,USA,AFR,4754.956129634527,1965534.3859045738,1970289.3420342084
2005,USA,AFR,19498.49705089894,138714.5257907447,158213.02284164363
2006,USA,AFR,44166.27835877927,1543065.3452726582,1587231.6236314375
2007,USA,AFR,30117.446242654652,641872.5425787685,671989.9888214231
2008,USA,AFR,32264.01891679758,344390.2299941168,376654.2489109144
2009,USA,AFR,79517.23040842506,1130032.0722097778,1209549.3026182028
2010,USA,AFR,30655.79620118923,2160329.1246787608,2190984.92087995
2011,USA,AFR,6003.496741471812,2943726.324080432,2949729.8208219036
2012,USA,AFR,23563.40666840355,3123327.581683835,3146890.9883522387
2013,USA,AFR,40426.923380275075,534096.2362998738,574523.1596801488
2014,USA,AFR,45661.41891139473,1488549.947776659,1534211.3666880536
2015,USA,AFR,64654.88592500915,1881616.2879471562,1946271.1738721654
2016,USA,AFR,74120.32665388324,1262565.471613659,1336685.7982675424
2017,USA,AFR,50614.26996095991,2214436.8195129205,2265051.0894738804
2018,USA,AFR,84550.89788493444,1000115.414419366,1084666.3123043005
2019,USA,AFR,7451.603428652277,2914486.4010629794,2921938.004491632
2000,USA,ASM,5624.713851412572,0,5624.713851412572
2001,USA,ASM,3183.865249443091,0,3183.865249443091
2002,USA,ASM,6238.237761895582,0,6238.237761895582
2003,USA,ASM,5808.3463255583865,0,5808.3463255583865
2004,USA,ASM,1446.6148234815153,0,1446.6148234815153
2005,USA,ASM,5319.449764912482,0,5319.449764912482
2006,USA,ASM,4674.109109480968,0,4674.109109480968
2007,USA,ASM,3392.3377758049965,0,3392.3377758049965
2008,USA,ASM,4298.959756792244,0,4298.959756792244
2009,USA,ASM,3063.578802179675,0,3063.578802179675
2010,USA,ASM,3965.059890369186,0,3965.059890369186
2011,USA,ASM,3281.9090084671975,0,3281.9090084671975
2012,USA,ASM,1072.6830705258062,0,1072.6830705258062
2013,USA,ASM,2390.709157290403,0,2390.709157290403
2014,USA,ASM,2825.0727693526073,0,2825.0727693526073
2015,USA,ASM,2909.2368771139536,0,2909.2368771139536
2016,USA,ASM,3422.6428064312786,0,3422.6428064312786
2017,USA,ASM,1216.6877420993053,0,1216.6877420993053
2018,USA,ASM,3712.3601392782994,0,3712.3601392782994
2019,USA,ASM,1319.6178842405789,0,1319.6178842405789
2000,USA,AUS,27178.584331005808,39869.75344358226,67048.33777458807
2001,USA,AUS,7591.919723433253,98554.37450470586,106146.29422813912
2002,USA,AUS,116477.9122504186,91975.26345153726,208453.17570195586
2003,USA,AUS,92689.41653134432,120222.03650969651,212911.45304104083
2004,USA,AUS,59825.14153458961,69323.38206164594,129148.52359623555
2005,USA,AUS,91956.53469580412,13330.89270201209,105287.42739781621
2006,USA,AUS,55399.27533208318,118470.20513771866,173869.48046980184
2007,USA,AUS,89775.5919065727,81702.3204222729,171477.9123288456
2008,USA,AUS,141803.50003106036,22234.887402673667,164038.38743373402
2009,USA,AUS,20095.96924990118,34790.479449159604,54886.448699060784
2010,USA,AUS,36246.27650056034,83276.14215063621,119522.41865119655
2011,USA,AUS,74192.65918155742,35852.22156636347,110044.88074792089
2012,USA,AUS,116256.73678214531,72275.50642357313,188532.24320571843
2013,USA,AUS,169761.8451767749,109511.60448614034,279273.4496629152
2014,USA,AUS,24628.459776119606,77388.68919300476,102017.14896912436
2015,USA,AUS,21014.39881363418,93186.08160805116,114200.48042168534
2016,USA,AUS,136160.44549766122,57507.26220725512,193667.70770491633
2017,USA,AUS,89390.8159598652,40299.55813803835,129690.37409790355
2018,USA,AUS,13873.897468545794,125619.62753033846,139493.52499888424
2019,USA,AUS,42996.82836358076,130172.10691865953,173168.93528224027
2000,USA,BGD,34369.874666833784,138596.7376006784,172966.6122675122
2001,USA,BGD,5760.881793685257,38540.27920221575,44301.16099590101
2002,USA,BGD,20605.39752628561,82444.64753601738,103050.04506230299
2003,USA,BGD,45252.0730214715,126853.7823632383,172105.85538470978
2004,USA,BGD,3938.63807308767,170398.04847617637,174336.68654926404
2005,USA,BGD,46983.60091939196,161194.0175950881,208177.61851448007
2006,USA,BGD,72641.71747796028,203316.68659905507,275958.40407701535
2007,USA,BGD,29292.232469850405,248330.6624935462,277622.8949633966
2008,USA,BGD,38252.02913687015,58500.74299823685,96752.77213510699
2009,USA,BGD,22251.829389578663,44160.72173508644,66412.5511246651
2010,USA,BGD,65689.21169219445,124535.65277115507,190224.8644633495
2011,USA,BGD,47342.573176436796,53728.716446022954,101071.28962245975
2012,USA,BGD,58026.20873012929,149778.56530512602,207804.7740352553
2013,USA,BGD,75636.26329658546,362242.03349168686,437878.29678827233
2014,USA,BGD,28072.974097310955,54751.998945683794,82824.97304299475
2015,USA,BGD,40455.867787474395,395565.52598374634,436021.39377122076
2016,USA,BGD,14331.842959772399,402061.3225801782,416393.1655399506
2017,USA,BGD,56406.47178986231,373588.260644902,429994.73243476433
2018,USA,BGD,38341.10985811916,342250.17347059917,380591.28332871833
2019,USA,BGD,11938.444007484803,186595.56117834468,198534.00518582948
2000,USA,BRN,207.20249267220498,0,207.20249267220498
2001,USA,BRN,99.10522663299926,0,99.10522663299926
2002,USA,BRN,176.61092454604804,0,176.61092454604804
2003,USA,BRN,219.7025810375065,0,219.7025810375065
2004,USA,BRN,80.26511899966746,0,80.26511899966746
2005,USA,BRN,48.80265686935745,0,48.80265686935745
2006,USA,BRN,183.39462214563042,0,183.39462214563042
2007,USA,BRN,126.37471926307305,0,126.37471926307305
2008,USA,BRN,115.11767804771662,0,115.11767804771662
2009,USA,BRN,15.317732478920362,0,15.317732478920362
2010,USA,BRN,150.3324894583784,0,150.3324894583784
2011,USA,BRN,217.68156800561584,0,217.68156800561584
2012,USA,BRN,164.57163495194166,0,164.57163495194166
2013,USA,BRN,75.59510682351889,0,75.59510682351889
2014,USA,BRN,262.8799789654836,0,262.8799789654836
2015,USA,BRN,17.236747389519564,0,17.236747389519564
2016,USA,BRN,122.64162613834486,0,122.64162613834486
2017,USA,BRN,250.568348603975,0,250.568348603975
2018,USA,BRN,178.88052137161142,0,178.88052137161142
2019,USA,BRN,292.9388741703704,0,292.9388741703704
2000,USA,BTN,150.07183471461758,0,150.07183471461758
2001,USA,BTN,41.89234758842736,0,41.89234758842736
2002,USA,BTN,17.092485204646366,0,17.092485204646366
2003,USA,BTN,58.2902834821213,0,58.2902834821213
2004,USA,BTN,185.64395301578566,0,185.64395301578566
2005,USA,BTN,83.79516270835883,0,83.79516270835883
2006,USA,BTN,127.74816404815765,0,127.74816404815765
2007,USA,BTN,144.13426022442988,0,144.13426022442988
2008,USA,BTN,136.784056503661,0,136.784056503661
2009,USA,BTN,146.23229953990318,0,146.23229953990318
2010,USA,BTN,116.80878317719326,0,116.80878317719326
2011,USA,BTN,239.45202720329166,0,239.45202720329166
2012,USA,BTN,84.6947774680052,0,84.6947774680052
2013,USA,BTN,226.4395362992026,0,226.4395362992026
2014,USA,BTN,54.12756228147073,0,54.12756228147073
2015,USA,BTN,55.07160125114024,0,55.07160125114024
2016,USA,BTN,258.10331929482055,0,258.10331929482055
2017,USA,BTN,26.6466452530818,0,26.6466452530818
2018,USA,BTN,133.31854301117127,0,133.31854301117127
2019,USA,BTN,184.12625253614968,0,184.12625253614968
2000,USA,CAN,106159.73326726482,816401.3115218789,922561.0447891437
2001,USA,CAN,205157.41511482061,1162723.6098701786,1367881.0249849993
2002,USA,CAN,153985.13845263585,199984.20981368364,353969.3482663195
2003,USA,CAN,255237.67508141533,226931.08658764884,482168.7616690642
2004,USA,CAN,510973.46456985624,1317724.687205459,1828698.1517753152
2005,USA,CAN,239780.440429111,1174172.7871016269,1413953.2275307379
2006,USA,CAN,325266.4788076138,1321450.5509877799,1646717.0297953936
2007,USA,CAN,450626.279610237,494163.4223339811,944789.701944218
2008,USA,CAN,208986.30643222004,192022.3730257129,401008.67945793294
2009,USA,CAN,441359.4172177526,269722.71248039487,711082.1296981475
2010,USA,CAN,488675.52399328724,405284.83364583226,893960.3576391195
2011,USA,CAN,160308.07692337476,1052907.8004341023,1213215.877357477
2012,USA,CAN,41256.966142500925,1248427.7872811253,1289684.7534236263
2013,USA,CAN,99905.31263715794,363536.30625138426,463441.6188885422
2014,USA,CAN,454750.92878941994,1036636.1611302953,1491387.0899197152
2015,USA,CAN,433275.5359366399,1548037.3577716267,1981312.8937082666
2016,USA,CAN,288457.69877079804,919628.573113788,1208086.2718845862
2017,USA,CAN,401750.3076404255,446407.03479275183,848157.3424331774
2018,USA,CAN,486413.5137941876,1401722.2350554997,1888135.7488496872
2019,USA,CAN,52472.578982739244,796078.5844188109,848551.1634015501
2000,USA,CHN,23231.87916349955,1082353.8703663584,1105585.749529858
2001,USA,CHN,11264.147266673706,765374.3828342484,776638.5301009221
2002,USA,CHN,5971.32507875085,2480779.322223165,2486750.647301916
2003,USA,CHN,29309.98901699484,2657002.0813140096,2686312.0703310044
2004,USA,CHN,8362.218676089047,347092.5501499963,355454.7688260854
2005,USA,CHN,23352.339831070927,1017669.3369390252,1041021.6767700962
2006,USA,CHN,12593.18117304109,2839572.435740837,2852165.616913878
2007,USA,CHN,40632.42376376728,1339057.7821009995,1379690.2058647668
2008,USA,CHN,35617.42547972714,2031760.2431549851,2067377.6686347122
2009,USA,CHN,33744.56309387222,2149184.62756,2182929.190653872
2010,USA,CHN,20628.560864101724,1070289.2696630675,1090917.8305271692
2011,USA,CHN,35467.39720475305,1649138.3619848692,1684605.7591896222
2012,USA,CHN,10580.020536350867,700986.7144284197,711566.7349647706
2013,USA,CHN,43100.34433579666,2925808.328014941,2968908.6723507377
2014,USA,CHN,47456.49967586712,2333236.0522941523,2380692.5519700195
2015,USA,CHN,22967.886215418624,817723.3225685381,840691.2087839567
2016,USA,CHN,32381.814002163595,2955624.60264515,2988006.4166473136
